time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01,Hpred0,Etiqueta
0,0.0009040881,-0.08699772,0.004530318,4.0846623e-05,-0.0005355633,0.0010750685,-0.0001971509964467,Ejercicio1
1,0.0039020603,-0.08709386,0.0038434296,-0.00013880372,-0.0013208799,0.0008154244,-0.0001221488823782,Ejercicio1
2,0.008746045,-0.08731807,0.0021943479,-0.0006688437,-0.0024583304,0.00011976453,6.765972122295631e-05,Ejercicio1
3,0.012971151,-0.08758874,0.00054172844,-0.0013322394,-0.003200088,-0.000908547,0.000255090434146,Ejercicio1
4,0.015417265,-0.087806274,-0.00035957485,-0.0019168764,-0.0032602878,-0.001995984,0.000349255189066,Ejercicio1
5,0.01636869,-0.08794375,-0.00067676836,-0.0024970608,-0.0028058062,-0.0030059183,0.0003844231422339,Ejercicio1
6,0.016353596,-0.08800825,-0.00080543905,-0.0031988344,-0.0020248719999999,-0.0038602872,0.000401460842649,Ejercicio1
7,0.015825829,-0.08801548,-0.001091137,-0.0040580189999999,-0.0010910007,-0.00446787,0.0004243423971395,Ejercicio1
8,0.0150836935,-0.08796885,-0.0015937678,-0.004908607,-0.00021351461,-0.00477282,0.0004790287021621,Ejercicio1
9,0.014293645,-0.08787128,-0.0021058493,-0.0055172215,0.0004738319,-0.004805214,0.0005212846979779,Ejercicio1
10,0.013483911,-0.087729614,-0.002546968,-0.005844799,0.00099230605,-0.00460151,0.0005726187338799,Ejercicio1
11,0.012701752,-0.0875739059999999,-0.0029736327999999,-0.006088896,0.0013301532,-0.0042422514,0.0006204139173511,Ejercicio1
12,0.012043358,-0.0874258899999999,-0.003378377,-0.006357594,0.001462054,-0.0038213487,0.0006471065478342,Ejercicio1
13,0.011502685,-0.08727304,-0.0037322655,-0.0066483689999999,0.0014215492,-0.0033363266,0.0006795866126115,Ejercicio1
14,0.010964726,-0.08711132,-0.0040869474,-0.006906416,0.0012610146,-0.002766437,0.0007010233088497,Ejercicio1
15,0.010339949,-0.08696321,-0.004518096,-0.007034662,0.0010389596,-0.0021769729,0.0007494231122802,Ejercicio1
16,0.009599822,-0.08684384,-0.0049080553,-0.0070017066,0.0007986961,-0.0016570302,0.0007844459493347,Ejercicio1
17,0.008716041,-0.086751335,-0.005076833,-0.0068245316,0.0005651521,-0.0012413597999999,0.0007844459493347,Ejercicio1
18,0.0077732058,-0.08668099,-0.0051275719999999,-0.0066173573,0.0003771068,-0.00093126196,0.000809755451427,Ejercicio1
19,0.006918135,-0.0866301,-0.0052195044,-0.0064815183,0.00026270974,-0.00071646196,0.0008189529000985,Ejercicio1
20,0.0061787295,-0.08659286,-0.0053304596,-0.0064125566,0.00020664284,-0.0005691779,0.0008262989433303,Ejercicio1
