time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01,Hpred0,Etiqueta
0,0.0044309106,-0.087992455,0.005857574,0.00042958337,8.501781999999999e-05,-0.0014448702,-0.0003575176846509,Ejercicio1
1,0.0061115866,-0.0880522,0.0067236767,0.00049259534,0.0001510562,-0.0026130946,-0.0004702105122829,Ejercicio1
2,0.00850923,-0.08810859,0.0078188467,0.0005241466,0.0002668943999999,-0.0042666154,-0.0006196573233846,Ejercicio1
3,0.01054874,-0.08812827,0.0085867959999999,0.0004750538,0.00040483558,-0.0056076765,-0.0006992523344787,Ejercicio1
4,0.011726537,-0.08811094,0.00883056,0.00036324745,0.0005339836,-0.0062112384,-0.0007652218858465,Ejercicio1
5,0.012199709,-0.0880717,0.008714862,0.00023742892,0.0006333183,-0.0062090983,-0.0007390798882936,Ejercicio1
6,0.0122360525,-0.0880236,0.008426721,0.00014034455,0.0006888711,-0.005872318,-0.0006928231234728,Ejercicio1
7,0.012040449,-0.08797418,0.008071599,8.990863000000001e-05,0.0006967525,-0.0053938904,-0.0006264122224811,Ejercicio1
8,0.011759831,-0.087927216,0.0076990356,8.5559316e-05,0.0006625814,-0.004879734,-0.0005969217032272,Ejercicio1
9,0.011496069,-0.087884575,0.0073342357,0.00011864215,0.000595109,-0.004388744,-0.0005407163012111,Ejercicio1
10,0.011301274,-0.08784609,0.0069877896,0.00017645477,0.00050201976,-0.0039448156,-0.0004943193447436,Ejercicio1
11,0.0111853285,-0.08781076,0.0066599436,0.00024426404,0.00039078507,-0.0035470207,-0.0004534682642314,Ejercicio1
12,0.011138165,-0.08777763,0.006348087,0.00030781722,0.00026871926,-0.0031884103,-0.0004253770695439,Ejercicio1
13,0.011140617,-0.08774483,0.0060548306,0.0003545317399999,0.00013920206,-0.002865684,-0.0003814137049145,Ejercicio1
14,0.011165081,-0.08770928,0.0057889056,0.00037101662,-6.673452399999999e-07,-0.0025784295,-0.0003266645265749,Ejercicio1
15,0.011179461,-0.087668846,0.005556697,0.00034306553,-0.00015789407,-0.0023223767,-0.0003075631122052,Ejercicio1
16,0.011160978,-0.08762515,0.005358757,0.00026349768,-0.0003370589299999,-0.0020981443,-0.0002730504848641,Ejercicio1
17,0.011112669,-0.08758354,0.0051874475,0.00013504261,-0.0005368146,-0.0019308283,-0.0002724405398555,Ejercicio1
18,0.011046502,-0.087549164,0.005016926,-4.6575766e-05,-0.0007567044,-0.0018553692,-0.0002485658341728,Ejercicio1
19,0.0109616419999999,-0.08752652,0.004808525,-0.00029887027,-0.00099428004,-0.0018924558,-0.0002228584639003,Ejercicio1
20,0.010857953,-0.08752056,0.004526999,-0.00063342136,-0.0012284656,-0.0020373933,-0.0001920476910535,Ejercicio1
21,0.010720036,-0.08753548,0.0041545606,-0.001050659,-0.0014189174,-0.002256354,-0.0001492927964136,Ejercicio1
22,0.010525512,-0.08757132,0.0036967144,-0.0015496353,-0.0015256729,-0.0025258782,-9.485075577778664e-05,Ejercicio1
23,0.010306095,-0.08762099,0.0031717942,-0.0021367183,-0.0015150735,-0.002866417,-4.331722164431966e-05,Ejercicio1
24,0.010102171,-0.08767336,0.0026218977,-0.002772134,-0.0013587141,-0.0032933865,2.9704681086019972e-05,Ejercicio1
25,0.009884479,-0.08771562,0.0020908055,-0.003371695,-0.0010542385999999,-0.0037756023,0.0001045448931702,Ejercicio1
26,0.009582492,-0.0877406,0.0015873061,-0.003917117,-0.0006317203999999,-0.0042549979999999,0.0001374009337319,Ejercicio1
27,0.00928294,-0.08774725,0.001134318,-0.0044110394,-0.0001587902599999,-0.0046463203,0.0002020760507839,Ejercicio1
28,0.0091456549999999,-0.08773308,0.0007237793999999,-0.004810143,0.0002729168,-0.004880353,0.0002440550235285,Ejercicio1
29,0.009110439,-0.08770097,0.00033124417,-0.0050873685,0.0006046966,-0.0049757752,0.0002827557386455,Ejercicio1
30,0.0090466549999999,-0.08766081,3.7437133e-05,-0.005274892,0.0008143433,-0.004989764,0.0003212287637871,Ejercicio1
31,0.008926808,-0.08761958,-0.00015436822,-0.0054129456999999,0.0009277246,-0.0049483439999999,0.0003344667425324,Ejercicio1
32,0.008773526,-0.08757893,-0.00030883104,-0.005526828,0.00098442316,-0.004862316,0.000351369222335,Ejercicio1
33,0.008589309,-0.08753708,-0.00047149593,-0.0056347227,0.0010082759,-0.0047318873,0.0003669407510509,Ejercicio1
34,0.008360117,-0.087490234,-0.00067209893,-0.0057521434,0.0010100466,-0.00455053,0.0003868269397133,Ejercicio1
35,0.008068077,-0.0874348,-0.0009307421,-0.0058903203,0.0009935142,-0.004312108,0.0004097186601379,Ejercicio1
36,0.0077020335,-0.08736986,-0.0012533444,-0.006052604,0.00095937556,-0.0040179987,0.0004678075916189,Ejercicio1
37,0.0072607117,-0.08729793,-0.0016279229,-0.006233628,0.0009076857,-0.003679487,0.0004811427354311,Ejercicio1
38,0.006744421,-0.08722212,-0.0020317876,-0.006423296,0.0008385289,-0.003309801,0.0005223716368972,Ejercicio1
39,0.0061410603999999,-0.08714251,-0.0024439228,-0.006611502,0.0007512902,-0.002911271,0.0005738733790811,Ejercicio1
40,0.0054173903,-0.08705615,-0.0028477923999999,-0.0067879433999999,0.0006440211,-0.0024711828,0.0006108902700273,Ejercicio1
41,0.0045635905,-0.08696248,-0.0032194593,-0.0069324284,0.00051885694,-0.0019865879,0.0006466811096002,Ejercicio1
42,0.0036721005,-0.08687229,-0.0035226724,-0.0070046554,0.00039318818,-0.0015051118,0.0006753094538416,Ejercicio1
43,0.0028558662,-0.08680276,-0.003735665,-0.0069690585,0.0002884386,-0.0010897051,0.0006805192490217,Ejercicio1
44,0.0021376002,-0.086761536,-0.0038594282,-0.0068214917,0.00020985028,-0.0007581348999999,0.0006913474285987,Ejercicio1
45,0.001476091,-0.08674355,-0.0039031332,-0.0065835886,0.00015098132,-0.0004929729,0.0007001901593285,Ejercicio1
46,0.0008392036,-0.086740364,-0.003879361,-0.00629153,0.00010636087,-0.00028186,0.0006913474285987,Ejercicio1
47,0.0002059691,-0.08674607,-0.0038046587,-0.0059754634,7.447541000000001e-05,-0.00011852879,0.0006913474285987,Ejercicio1
48,-0.00045307446,-0.08675793,-0.003704851,-0.005635116,5.527532e-05,1.6149243000000002e-05,0.0006751422258423,Ejercicio1
49,-0.0011230283,-0.086774345,-0.0036102636,-0.0052746787,4.575307700000001e-05,0.00013952728,0.0006652226166563,Ejercicio1
50,-0.0017090821,-0.0867921,-0.0035370758,-0.0049613347,3.6905468e-05,0.00024250843,0.0006653023951665,Ejercicio1
51,-0.002194367,-0.08680791,-0.0034855888,-0.0047293496,2.3174401e-05,0.00032367763,0.0006516480325637,Ejercicio1
