time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01,Hpred0,Etiqueta
0,0.0009011331,-0.08699829,0.0045265913,3.898773e-05,-0.00053984696,0.0010777414999999,-0.0001971509964467,Ejercicio1
1,0.0039152315,-0.08709685,0.0038164363,-0.00014883997,-0.0013399047,0.000820204,-0.0001221488823782,Ejercicio1
2,0.008772027,-0.08732479,0.0021335232,-0.0006923853,-0.0024886089999999,0.00011888351,9.126294792753984e-05,Ejercicio1
3,0.01297714,-0.087597305,0.00047746748,-0.001365893,-0.0032202384,-0.0009223282,0.0002683553610455,Ejercicio1
4,0.015388603,-0.08781556,-0.0004072843199999,-0.0019611472,-0.0032555099,-0.0020290647,0.000355807505431,Ejercicio1
5,0.016287476,-0.087953636,-0.00071788317,-0.0025644536,-0.0027658958,-0.003061876,0.000401460842649,Ejercicio1
6,0.016211796,-0.08801753,-0.00086686045,-0.0033062513,-0.0019433434999999,-0.0039270225,0.000401460842649,Ejercicio1
7,0.015649936,-0.0880213,-0.0011930596,-0.004202109,-0.000982925,-0.004520876,0.0004464712872425,Ejercicio1
8,0.014905745,-0.087969055,-0.0017096115,-0.0050554175,-0.00011325048,-0.0048003826,0.0004798730652976,Ejercicio1
9,0.014126148,-0.087866295,-0.0022015753,-0.005641121,0.00055213004,-0.0048112397,0.0005469907004365,Ejercicio1
10,0.013323928,-0.08772153,-0.0026227098,-0.005952604,0.0010519302,-0.0045923004,0.0005979612333173,Ejercicio1
11,0.012542623,-0.08756631,-0.003044001,-0.006198281,0.0013721559,-0.004228186,0.0006351250644063,Ejercicio1
12,0.011878793,-0.087419395,-0.0034484673,-0.0064783483,0.0014906229,-0.003808813,0.0006601508368728,Ejercicio1
13,0.0113189119999999,-0.08726642,-0.0038001719,-0.0067849864999999,0.0014425756,-0.0033265214,0.0006854661589677,Ejercicio1
14,0.010743722,-0.087103386,-0.004164156,-0.007051546,0.0012789155,-0.0027582787999999,0.0007010233088497,Ejercicio1
15,0.0100848479999999,-0.086953,-0.0046157959999999,-0.0071678076,0.0010551318,-0.0021634898,0.0007509089276379,Ejercicio1
16,0.009322389,-0.08683136,-0.0050118933,-0.007104433,0.00081331474,-0.0016317912,0.0007844459493347,Ejercicio1
17,0.008419081,-0.086737526,-0.005169739,-0.0068982224,0.0005796529,-0.001206911,0.000809755451427,Ejercicio1
18,0.007481221,-0.086668015,-0.00521727,-0.0066772943,0.00039568287,-0.00089625114,0.0008189529000985,Ejercicio1
19,0.0066557856,-0.08661958,-0.005302781,-0.006535749,0.0002866426,-0.00068767303,0.0008261312370484,Ejercicio1
20,0.005954656,-0.08658522,-0.005400797,-0.0064646096,0.00023464018,-0.0005494053,0.0008491890983106,Ejercicio1
21,0.005352191,-0.0865587199999999,-0.0054809456,-0.0064362774,0.00021251681,-0.00045268372,0.0008491890983106,Ejercicio1
22,0.00482419,-0.08653582,-0.005535036,-0.0064308195,0.00020068973,-0.00037762013,0.0008501971432691,Ejercicio1
23,0.00435131,-0.08651365,-0.0055644875,-0.0064347863,0.00018662784,-0.00031057993,0.0008519453054564,Ejercicio1
24,0.0039177816,-0.08649043,-0.0055738306,-0.0064394927,0.0001628564,-0.00024273615,0.0008519453054564,Ejercicio1
25,0.0035096643,-0.0864655,-0.005568511,-0.0064406023,0.00012601796,-0.00017003112,0.0008519453054564,Ejercicio1
26,0.0031123998,-0.086439026,-0.0055539436,-0.0064381313,7.544726e-05,-9.253726e-05,0.0008519896147803,Ejercicio1
27,0.0027072535,-0.08641114,-0.005535578,-0.0064358473,1.0413705e-05,-1.1899511e-05,0.0008501668906374,Ejercicio1
28,0.0022706463,-0.086381294,-0.005521141,-0.0064391584,-7.1259156e-05,7.191058000000001e-05,0.0008453563154666,Ejercicio1
29,0.0017840836,-0.086349106,-0.005522931,-0.0064514546,-0.00016857854,0.00016257723,0.000842583978739,Ejercicio1
30,0.0012487718,-0.08631606,-0.005552639,-0.0064710145,-0.00027084497,0.00026687366,0.0008426637572492,Ejercicio1
31,0.000678213,-0.08628511,-0.0056120089999999,-0.0064911633,-0.00036406305,0.00039173278,0.0008481395853639,Ejercicio1
32,7.6907426e-05,-0.0862585,-0.0056964645,-0.006501519,-0.00044392127,0.0005431175,0.0008481395853639,Ejercicio1
33,-0.0005602743,-0.08623714,-0.0057986813,-0.0064872026,-0.00051466715,0.000725647,0.0008490333970255,Ejercicio1
34,-0.0012335136,-0.08622096,-0.0058961906,-0.0064308996,-0.000578654,0.000937856,0.0008490333970255,Ejercicio1
35,-0.0019322033,-0.086209465,-0.005955985,-0.0063195257,-0.000633463,0.0011712384,0.0008484615265234,Ejercicio1
36,-0.0026436143,-0.08620241,-0.0059646235,-0.0061431565,-0.0006781295,0.0014159353,0.0008482018533314,Ejercicio1
37,-0.0033523855,-0.08620021,-0.005933606,-0.005887737,-0.00071472436,0.0016592226,0.0008482018533314,Ejercicio1
38,-0.00403518,-0.08620342,-0.005883296,-0.0055359749999999,-0.00074555874,0.0018821081,0.0008476701959582,Ejercicio1
39,-0.0046716976,-0.0862118,-0.0058355074,-0.0050745907,-0.00077249914,0.0020645335,0.0008488866859499,Ejercicio1
40,-0.00525759,-0.08622415,-0.00580435,-0.004508914,-0.000796419,0.0021934552,0.0008488866859499,Ejercicio1
41,-0.0057979293,-0.08623899,-0.0057754154,-0.0038870096,-0.00081476676,0.0022674658,0.000849069428705,Ejercicio1
42,-0.0062974699999999,-0.0862554399999999,-0.0057101,-0.0032794902,-0.00082169604,0.0022928243,0.0008486802658401,Ejercicio1
43,-0.0067717724,-0.08627352,-0.0055837784,-0.00271967,-0.0008126917,0.002274493,0.000845292794436,Ejercicio1
44,-0.007245386,-0.086293686,-0.0053980493999999,-0.0022026975,-0.00078778934,0.0022142808,0.0008432044377254,Ejercicio1
45,-0.007711064,-0.08631598,-0.0051690445,-0.0017250568,-0.0007529033,0.0021205153,0.0008030668811831,Ejercicio1
46,-0.008107229,-0.0863393,-0.004920556,-0.0013031877,-0.0007194591999999,0.002016156,0.0007777573790907,Ejercicio1
47,-0.008379987,-0.0863619499999999,-0.0046757774,-0.0009574574999999,-0.0006974202,0.001927761,0.0007523171875026,Ejercicio1
48,-0.008532003,-0.0863831,-0.0044487953,-0.0006914851,-0.000689533,0.0018700287,0.0007423667308808,Ejercicio1
49,-0.008595717,-0.08640326,-0.004243223,-0.0004956837,-0.0006932879,0.0018463259,0.0007426061416708,Ejercicio1
50,-0.00860392,-0.08642391,-0.0040559263,-0.00036218435,-0.0007038405,0.001857196,0.0006921540084124,Ejercicio1
51,-0.008584446,-0.08644697,-0.003882698,-0.00029281357,-0.0007154126,0.0019058649999999,0.0006833112776825,Ejercicio1
52,-0.008559944,-0.08647424,-0.0037206305999999,-0.00029369313,-0.0007228557,0.0019970585,0.0006724830981055,Ejercicio1
53,-0.008540133,-0.08650655,-0.0035631113,-0.00035634005,-0.0007240468,0.002127812,0.0006674451323573,Ejercicio1
54,-0.008515814,-0.0865431899999999,-0.003393341,-0.00044397238,-0.0007208295,0.0022794356,0.0006415049165096,Ejercicio1
55,-0.008473332,-0.08658286,-0.0031929598,-0.00051257986,-0.0007151408999999,0.0024293017,0.0006388167881158,Ejercicio1
56,-0.008413498,-0.08662492,-0.002959197,-0.0005405205,-0.0007046619,0.0025693228,0.0006142810527986,Ejercicio1
57,-0.0083486309999999,-0.08666931,-0.0027053595,-0.0005228581399999,-0.0006834094,0.002704333,0.0005918283687648,Ejercicio1
58,-0.008296129,-0.08671658,-0.002447206,-0.00045629227,-0.0006439573,0.0028416784,0.0005664858693273,Ejercicio1
59,-0.0082711735,-0.08676744,-0.002176705,-0.00035112807,-0.00057983947,0.0029753165,0.0005408578358839,Ejercicio1
60,-0.0082741375,-0.08682142,-0.0018447381,-0.00025024393,-0.00048816964,0.0030684676,0.0004883866058403,Ejercicio1
61,-0.008294275,-0.086876175,-0.0014088236,-0.00020199174,-0.00036976486,0.003068343,0.0004615428401151,Ejercicio1
62,-0.0083248549999999,-0.086927605,-0.00088831,-0.00023001748,-0.00023202349,0.0029449275,0.0003962030247784,Ejercicio1
63,-0.008390063,-0.08697151,-0.00034413296,-0.0003391617,-9.092723e-05,0.0027130437,0.0003437076069849,Ejercicio1
64,-0.008540528,-0.08700499,0.00016495173,-0.00051143044,3.7644356e-05,0.0024161687,0.0002948814316202,Ejercicio1
