time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01,Hpred0
0,0.0044309106,-0.08799245500000001,0.005857574,0.00042958337,8.501781999999999e-05,-0.0014448702,-0.0003575176846509655
1,0.0061115866,-0.0880522,0.0067236767,0.00049259534,0.0001510562,-0.0026130946,-0.00047021051228294825
2,0.008509230000000001,-0.08810859000000001,0.0078188467,0.0005241466000000001,0.00026689439999999997,-0.0042666154,-0.0006196573233846333
3,0.010548740000000001,-0.08812827000000001,0.008586795999999999,0.0004750538,0.00040483558,-0.0056076765,-0.000699252334478744
4,0.011726537,-0.08811094,0.008830560000000001,0.00036324745,0.0005339836,-0.0062112384,-0.0007652218858465199
5,0.012199709000000001,-0.0880717,0.008714862,0.00023742892,0.0006333183,-0.0062090983,-0.0007390798882936588
6,0.0122360525,-0.08802360000000001,0.008426721000000002,0.00014034455,0.0006888711,-0.005872318,-0.0006928231234728638
7,0.012040449000000002,-0.08797418,0.008071599,8.990863000000001e-05,0.0006967525,-0.0053938904,-0.0006264122224811665
8,0.011759831,-0.087927216,0.0076990356,8.5559316e-05,0.0006625814,-0.004879734,-0.0005969217032272038
9,0.011496069000000001,-0.087884575,0.0073342357,0.00011864215,0.000595109,-0.004388744,-0.0005407163012111295
10,0.011301274,-0.08784609,0.0069877896000000005,0.00017645477,0.00050201976,-0.0039448156,-0.0004943193447436232
11,0.011185328500000001,-0.08781076,0.0066599436,0.00024426404,0.00039078507000000004,-0.0035470207,-0.00045346826423144527
12,0.011138165,-0.08777763000000001,0.006348087,0.00030781722,0.00026871926000000005,-0.0031884103,-0.00042537706954392856
13,0.011140617,-0.08774483,0.0060548306,0.00035453173999999997,0.00013920206,-0.002865684,-0.00038141370491457803
14,0.011165081,-0.08770928000000001,0.0057889056,0.00037101662,-6.673452399999999e-07,-0.0025784295,-0.0003266645265749465
15,0.011179461,-0.08766884600000001,0.005556697,0.00034306553000000003,-0.00015789407,-0.0023223767,-0.000307563112205256
16,0.011160978,-0.08762515000000001,0.005358757,0.00026349768,-0.00033705892999999997,-0.0020981443,-0.0002730504848641578
17,0.011112669,-0.08758354,0.0051874475,0.00013504261000000001,-0.0005368146,-0.0019308283,-0.00027244053985558096
18,0.011046502,-0.08754916400000001,0.005016926,-4.6575765999999996e-05,-0.0007567044000000001,-0.0018553692,-0.0002485658341728216
19,0.010961641999999999,-0.08752652000000001,0.004808525,-0.00029887027,-0.00099428004,-0.0018924558,-0.0002228584639003343
20,0.010857953,-0.08752056000000001,0.004526999,-0.0006334213600000001,-0.0012284656,-0.0020373933000000003,-0.0001920476910535822
21,0.010720036,-0.08753548000000001,0.0041545606,-0.001050659,-0.0014189174,-0.002256354,-0.00014929279641363467
22,0.010525512,-0.08757132000000001,0.0036967144,-0.0015496353,-0.0015256729,-0.0025258782,-9.485075577778664e-05
23,0.010306095,-0.08762099000000001,0.0031717942,-0.0021367183000000002,-0.0015150735,-0.0028664170000000004,-4.331722164431966e-05
24,0.010102171,-0.08767336,0.0026218977,-0.002772134,-0.0013587141,-0.0032933865,2.9704681086019975e-05
25,0.009884479000000002,-0.08771562000000001,0.0020908055,-0.003371695,-0.0010542385999999999,-0.0037756023,0.00010454489317021908
26,0.009582492,-0.0877406,0.0015873061,-0.003917117,-0.0006317203999999999,-0.004254997999999999,0.00013740093373199982
27,0.00928294,-0.08774725,0.001134318,-0.0044110394,-0.00015879025999999998,-0.0046463203,0.00020207605078398727
28,0.009145654999999999,-0.08773308,0.0007237793999999999,-0.004810143,0.0002729168,-0.0048803530000000005,0.00024405502352856616
29,0.009110439,-0.08770097,0.00033124417,-0.005087368500000001,0.0006046966,-0.0049757752,0.0002827557386455723
30,0.009046654999999999,-0.08766081,3.7437133e-05,-0.005274892000000001,0.0008143433,-0.004989764,0.000321228763787137
31,0.008926808,-0.08761958,-0.00015436822,-0.0054129456999999995,0.0009277246,-0.0049483439999999995,0.000334466742532423
