time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01,Hpred0
0,0.0008842022,-0.08699725999999999,0.004482269,8.496530000000001e-06,-0.0005452809300000001,0.0010752364000000002,-0.0001866867603482507
1,0.0038814652000000002,-0.08709498600000001,0.0036377304,-0.00026388314,-0.0013666471,0.0008095358000000001,-0.00010026669328853997
2,0.008688268,-0.08732408,0.0017951025,-0.0009113892,-0.0025291758,9.390917e-05,0.00011597841227945274
3,0.012806942,-0.08759755,9.13667e-05,-0.0016402014000000001,-0.0032301393,-0.0009572230000000001,0.0003031654320964598
4,0.015130511000000001,-0.08781691999999999,-0.0007780228,-0.0022686734,-0.003199454,-0.0020738847,0.0004017506068594681
5,0.015912027000000002,-0.08795573000000001,-0.0011115962,-0.0029349618,-0.0026191027,-0.003118209,0.0004243423971395149
6,0.01574058,-0.08801527,-0.0013446833,-0.0037586746000000002,-0.0017074591,-0.0039586778,0.00046635884610759143
7,0.015164311,-0.08800627,-0.0017231466,-0.004688785,-0.0007290784999999999,-0.0044923778,0.000493492376043183
8,0.014443130500000002,-0.08793821,-0.0021637516,-0.0054936666000000006,8.24686e-05,-0.004719674,0.0005469907004365107
9,0.013675808000000001,-0.08781908000000001,-0.0025323267,-0.0059991217,0.0006921353300000001,-0.004688044,0.000572618733879908
10,0.01285524,-0.08766335,-0.0028997722,-0.006283326,0.0011452019,-0.0044325366,0.0006096356248261111
11,0.01203068,-0.08750615,-0.003335044,-0.006561374,0.0014089255,-0.004054642000000001,0.0006469108350099617
12,0.011288567000000001,-0.08735516,-0.0037467299,-0.0068938804,0.0014840648,-0.00363211,0.0006795866126115414
13,0.01056775,-0.0871943,-0.0040949793,-0.0072425165,0.0014117584999999999,-0.0031451516000000003,0.0006988425786563586
14,0.009800387,-0.087028694,-0.004502761,-0.007460923,0.0012403088,-0.0025676458,0.0007490553011247748
15,0.008983626,-0.086879105,-0.0049630795,-0.007439624000000001,0.0010158253,-0.0019484352000000002,0.0007844459493347199
16,0.00805477,-0.08675792,-0.0052474439999999995,-0.007221996,0.0007729724,-0.0013948396000000001,0.0008189529000985332
17,0.0070716825,-0.0866699,-0.0053318950000000006,-0.006938484,0.0005592394499999999,-0.0009789638,0.0008261312370484164
18,0.006227598000000001,-0.08661333500000001,-0.0054096136,-0.006731076200000001,0.00042085356000000004,-0.0007100516,0.0008491890983106836
19,0.0055403028,-0.08657747,-0.0054936676,-0.0066171846,0.0003511502,-0.0005467903,0.0008491890983106836
20,0.004950715,-0.08655198,-0.005555434,-0.0065667515,0.00032123523999999997,-0.00044392028,0.0008519453054564593
21,0.0044092846000000005,-0.08653057,-0.00559,-0.006556905000000001,0.00030864787,-0.0003726242,0.0008519453054564593
22,0.0038771045000000003,-0.08650931,-0.0056034,-0.006575735,0.00029958105,-0.00031569913,0.0008519453054564593
23,0.0033201896999999997,-0.086485306,-0.0056032,-0.006617288000000001,0.00028551102,-0.00026131293,0.0008519453054564593
24,0.0027047546,-0.086456116,-0.005595919600000001,-0.0066769753,0.00026109344000000003,-0.0001992359,0.0008521171348882347
25,0.0019945858,-0.08641964,-0.00558543,-0.00675054,0.00022094315,-0.00011655346,0.0008521171348882347
26,0.0011555489,-0.086374565,-0.005569124999999999,-0.0068386064,0.00015386459,7.434387699999999e-06,0.0008516651465885256
27,0.00016246923999999998,-0.08632076999999999,-0.0055468044,-0.0069399242,4.7612697000000004e-05,0.0001968186,0.0008400771537254227
28,-0.0009623035,-0.086264595,-0.005538907,-0.007019272,-8.927956e-05,0.00046829742,0.000843168406045953
29,-0.0021283822,-0.086222,-0.0055617666,-0.006982201,-0.00022922148,0.0008233431599999999,0.0008440850245391054
30,-0.0032989250000000003,-0.08620317,-0.0056003656,-0.006727577700000001,-0.00036723864000000003,0.0012539738,0.0008444252190624693
31,-0.0044259114,-0.08620549,-0.005597582,-0.0062458754,-0.00049683553,0.0017017571,0.0008451100516809992
32,-0.005356047,-0.08622179,-0.005494931000000001,-0.005619597,-0.0005919416,0.0020536191,0.0008430216949703526
33,-0.00606093,-0.08624425499999999,-0.0053281859999999995,-0.0048984985,-0.0006463100000000001,0.002266947,0.0008203142827451369
34,-0.0066346154,-0.08626816,-0.005167733,-0.0040658709999999995,-0.0006725548000000001,0.0023520745999999998,0.0008039384971237768
35,-0.0071896040000000005,-0.08629255000000001,-0.005045747000000001,-0.00313122,-0.0006817961299999999,0.0023227386,0.0007786289950314403
36,-0.007769328,-0.08631780000000001,-0.004922181,-0.002225492,-0.00067694634,0.0022078104000000003,0.0007777573790907827
37,-0.008283215,-0.08634346,-0.0047508410000000004,-0.0014968274,-0.00066429025,0.0020627024,0.0007523171875026122
38,-0.008617951,-0.08636824,-0.004540703,-0.00097867554,-0.0006554791,0.0019415635,0.0007442203573940346
39,-0.00876871,-0.086392235,-0.0043152866,-0.00062732947,-0.0006555643,0.0018660772000000001,0.0007426061416708808
40,-0.008795696,-0.08641746500000001,-0.004083269,-0.00039415960000000003,-0.0006631149,0.0018344302,0.0006921540084124213
41,-0.008752849,-0.08644654,-0.0038418045,-0.0002506676,-0.0006759634,0.0018399867999999999,0.0006833112776825927
42,-0.008676330999999999,-0.08648109,-0.0035908957,-0.00018473257,-0.0006917643,0.0018821617,0.0006674451323573118
43,-0.008595448,-0.08652106000000001,-0.0033416567000000004,-0.0001919974,-0.0007054470000000001,0.0019700202,0.0006413092036853336
44,-0.008531206,-0.08656528000000001,-0.0031062279,-0.000265002,-0.0007103349000000001,0.0021119049,0.0006388167881158981
45,-0.008482179000000001,-0.08661181000000001,-0.0028786469,-0.00037488973,-0.0007024901,0.0022930794,0.0006035027602735437
46,-0.008428567,-0.0866584,-0.0026339912,-0.0004690918,-0.00068075687,0.00247288,0.0005918283687648213
47,-0.008369141000000002,-0.08670461,-0.0023564544,-0.0005027605,-0.0006407864,0.0026199203,0.0005539279197628676
48,-0.00833463,-0.08675293,-0.0020504322,-0.00045806867000000004,-0.0005731594,0.0027315445,0.0005151518334254117
49,-0.008349722,-0.086805466,-0.0017090427,-0.00035491678,-0.00047166175,0.0028051748,0.0004739229319593091
50,-0.008395384,-0.08685940600000001,-0.0013048311,-0.00026088998000000003,-0.00034304667,0.0028103018,0.00046154284011516483
51,-0.008433464000000002,-0.08690832000000001,-0.0008394461,-0.00024771751,-0.00020402725,0.0027143326,0.0003962030247784311
52,-0.008468162,-0.08694829,-0.00035566288000000003,-0.00033793366,-7.1306124e-05,0.0025247862,0.0003437076069849662
53,-0.008553739999999999,-0.08697896000000001,0.00010095494000000001,-0.00050432986,4.3679237e-05,0.0022770286,0.0002948814316202992
54,-0.008731089000000001,-0.087000694,0.0005003480300000001,-0.0006963235,0.00013646653000000001,0.0020061522,0.0002468064336699384
55,-0.00893964,-0.08701404,0.0008216185,-0.0008535318,0.00020773926000000002,0.0017611094,0.00022856982662078246
56,-0.009098786000000001,-0.08702065,0.0010619689,-0.0009387685700000001,0.0002590027,0.0015745455,0.00019270511138851784
57,-0.009206605,-0.08702322,0.0012377153999999998,-0.0009572013000000001,0.00029255974000000004,0.0014399585,0.00018021927848439921
58,-0.009284945000000001,-0.08702399400000001,0.0013688794,-0.0009301135,0.00031228995,0.001341355,0.00014894487364140534
59,-0.009346796,-0.08702428000000001,0.0014705923999999999,-0.0008763283,0.00032215142,0.001266794,0.00014039456982256808
60,-0.009397954,-0.08702467,0.0015526904,-0.0008088952000000001,0.00032522643000000004,0.0012086805000000001,0.0001280299943365304
61,-0.00944084,-0.0870254,0.0016217009,-0.0007357835,0.00032366604,0.001162145,0.0001280299943365304
62,-0.009476150000000001,-0.08702652000000001,0.0016821140000000002,-0.00066124016,0.00031890553,0.0011238377,0.0001280299943365304
63,-0.009503612,-0.08702797,0.00173674,-0.0005876036,0.00031189483,0.0010913076,0.00011159537225347001
64,-0.009522672,-0.087029594,0.0017867111,-0.0005170891,0.00030330038,0.001062765,0.00011159537225347001
65,-0.009533369,-0.087031204,0.0018318456000000001,-0.00045264065,0.0002936554,0.0010369682,0.00011159537225347001
66,-0.00953705,-0.08703261600000001,0.0018715144,-0.0003974,0.00028342497000000003,0.0010131018,0.00011159537225347001
67,-0.009536322,-0.08703371,0.0019054791,-0.0003536067,0.0002730047,0.00099065727,0.00011159537225347001
68,-0.009534326999999999,-0.08703446,0.0019342014000000001,-0.00032202297,0.00026269948,0.0009693455,0.00011159537225347001
69,-0.009534005,-0.08703491,0.0019587046,-0.00030210661999999997,0.00025272036,0.00094903296,0.00010880071977747174
70,-0.009537675,-0.08703514,0.0019803168,-0.00029252815,0.00024319642999999998,0.00092968434,0.00010880071977747174
71,-0.009546937,-0.087035225,0.0020004628000000004,-0.00029165775,0.00023419100000000002,0.00091130716,0.00010880071977747174
