time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01,Hpred0
0,0.0048631077,-0.08753087999999999,0.0045809813,0.00044690463000000006,-0.00013500519,-0.00024633044000000004,-0.00020590820925031665
1,0.005977764,-0.08751922000000001,0.005619486,0.000759766,-7.365124e-05,-0.00020834261,-0.00030852032783806166
2,0.008175043,-0.08747072,0.0073795643000000005,0.0011955737,2.0508973e-05,-0.00015266801,-0.000541704113477628
3,0.010958647,-0.08737566,0.009123624,0.0014941405,0.000122303635,-0.00016070779,-0.0007636581252033609
4,0.013252328,-0.087292915,0.010127204,0.0015021267000000001,0.00019294614,-0.00024650367,-0.0009311688621440127
5,0.014608847000000001,-0.087272285,0.010413002000000001,0.0012914073,0.00020356536,-0.00036042652,-0.0009653515557733648
6,0.01523636,-0.08731066,0.010312910000000002,0.0010047729,0.0001558271,-0.0004610632,-0.0009654158893857751
7,0.015441291,-0.08738728000000001,0.010056997000000002,0.00072426456,6.472054e-05,-0.0005299211000000001,-0.0009312364003085497
8,0.015434008,-0.0874846,0.009756875000000002,0.0004753937,-5.98491e-05,-0.0005731045999999999,-0.0008930794982397077
9,0.015331595,-0.08758955,0.009476033,0.00027148440000000003,-0.00021084605,-0.0006084797,-0.0008930794982397077
10,0.015199397,-0.08769397,0.009237738,0.00011869316000000001,-0.0003798349,-0.00064590627,-0.000828784776627257
11,0.015080084,-0.08779425,0.009026591,1.30982455e-05,-0.00055482215,-0.0006828388,-0.0007665622486033502
12,0.014998062,-0.08788902,0.008821803,-5.2834135e-05,-0.000722123,-0.00071655893,-0.000766511302467768
13,0.014953809,-0.08797798,0.00862028,-8.8112436e-05,-0.000872121,-0.0007518491000000001,-0.000699748180616672
14,0.0149290285,-0.088061905,0.008426224,-0.00010028311,-0.0009984899,-0.0007971802,-0.0006920728988441154
15,0.014899312999999999,-0.08814242,0.008237698,-9.101082000000001e-05,-0.0010949610000000002,-0.00086136234,-0.0006700847231908957
16,0.014845724000000001,-0.08822051,0.008048864,-6.559136e-05,-0.0011530229000000002,-0.00095532787,-0.0006260982302622703
17,0.014760943,-0.088293884,0.0078565197,-5.5228050000000004e-05,-0.0011560246,-0.0010957212,-0.0006197161162377688
18,0.014644203,-0.08835937,0.0076515503000000006,-0.000115065895,-0.0010776739,-0.0013051178000000002,-0.0005943690608346394
19,0.014515926,-0.08841691,0.007407626,-0.00030324042000000003,-0.0008961228,-0.0016051391,-0.0005426042240418682
20,0.014434982,-0.08846332,0.00709244,-0.0006525090999999999,-0.0006292217,-0.0019900805,-0.0005302896826619528
21,0.014407080000000001,-0.088484215,0.0066889969999999995,-0.0011052637,-0.00033807832,-0.0023942943,-0.0004554482595575962
22,0.014379837999999999,-0.08846245600000001,0.006221286,-0.0015442464000000001,-6.178932000000001e-05,-0.0027443018,-0.0003932366617224212
23,0.014332520000000001,-0.088392456,0.005762572,-0.0019088043,0.00018185325999999999,-0.0030240195000000004,-0.0003278939497776645
24,0.014221056000000001,-0.08828099,0.0053407260000000005,-0.0022180757999999997,0.0003688166,-0.0032482886,-0.0002745474630518782
25,0.014023471000000001,-0.08813496999999999,0.0049229736,-0.0025106025,0.0004971199000000001,-0.0034275590999999998,-0.0002520060106100075
26,0.013770991000000002,-0.087960144,0.004498051,-0.0028034463,0.0005823693,-0.0035522735,-0.0001950508142059757
27,0.013471738,-0.087759155,0.0040462837,-0.0030933788,0.0006412841700000001,-0.0036093907000000003,-0.0001506744076217166
28,0.013102697,-0.08753579,0.003527373,-0.0033828707,0.0006811432,-0.0036053135,-7.37649507924675e-05
29,0.012643205999999999,-0.087303444,0.0029236617,-0.003688211,0.0007000778,-0.0035633316,-1.952728905041283e-05
30,0.01210854,-0.08708384,0.002244616,-0.0040232697,0.0007033488,-0.003501175,6.768590801481205e-05
31,0.011554184,-0.086900566,0.0015234518,-0.004364904,0.0007060873,-0.003414803,0.00013799860920831107
32,0.010987946000000002,-0.08675355000000001,0.0008537147,-0.0046239843,0.0007064459300000001,-0.0032927580000000002,0.00024030422742392336
33,0.010418447,-0.08662681600000001,0.00034027743,-0.0047095094,0.0006939537,-0.0031409461,0.00028163640026003897
34,0.009911288,-0.08651072000000001,-1.9434229e-05,-0.0045985775,0.0006814975,-0.0029685445,0.0003236881777205803
35,0.009468209,-0.0863941,-0.00029544567999999997,-0.0043098187,0.0006837721500000001,-0.0027744696,0.0003513692223350536
