time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01,Hpred0,Etiqueta
0,0.0017462384,-0.09017786,0.0053077354,0.00014754206,9.0993844e-05,-0.00031178415,-0.0002869350156389,Ejercicio1
1,0.0016622440999999,-0.08998468,0.008046842,0.00033147353,0.00013219166,-0.0001672159,-0.0006902359277958,Ejercicio1
2,0.0014390801,-0.089717545,0.012129244,0.00042267102,0.00014888515,0.00016689517,-0.0012728424207714,Ejercicio1
3,0.0011080984,-0.0895042799999999,0.015940005,0.00041186973,0.0001132172,0.0005388696,-0.0019965686881629,Ejercicio1
4,0.000739318,-0.089400345,0.01840097,0.00039462504,4.3908317e-05,0.00078884494,-0.0024228398691457,Ejercicio1
5,0.00037974983,-0.08936986,0.01966043,0.00039408347,-2.84371e-05,0.0009216503,-0.0026247357644924,Ejercicio1
6,2.0092139e-05,-0.08937135,0.020195305,0.0004003524,-8.682927e-05,0.00099736977,-0.0027502841784101,Ejercicio1
7,-0.00037073356,-0.089383095,0.020336025,0.00040890783,-0.00012673536,0.0010612527,-0.0028043092733254,Ejercicio1
8,-0.0008130223,-0.089396484,0.020258286,0.0004219475,-0.00015057097,0.0011355828999999,-0.0028096187029998,Ejercicio1
9,-0.0013123721,-0.08940937,0.020046001,0.0004436863999999,-0.0001632395399999,0.0012280457,-0.002745230720779,Ejercicio1
10,-0.0018717049,-0.08942251,0.019737534,0.00047462654,-0.00016870356,0.001340996,-0.0026874267966245,Ejercicio1
11,-0.0024956043,-0.0894377,0.019351624,0.00050996506,-0.00016966626,0.0014763681,-0.0026187813526947,Ejercicio1
12,-0.0031779244,-0.08945637,0.018898705,0.00054086924,-0.00016857049,0.001631611,-0.0025156522631969,Ejercicio1
13,-0.0039005983,-0.08947888,0.018386974,0.0005614835,-0.00016820872,0.0018014992,-0.0024131487192651,Ejercicio1
14,-0.004659721,-0.089504845,0.01781882,0.00058072746,-0.00017087883,0.001988855,-0.0022777330114925,Ejercicio1
15,-0.0054690337,-0.08953233,0.017181583,0.00060924417,-0.00017450413,0.0021904569,-0.0022001973140232,Ejercicio1
16,-0.0063333063,-0.0895593,0.016456772,0.0006439757,-0.0001731818,0.0023803356,-0.0020378863453657,Ejercicio1
17,-0.007256607,-0.08959064,0.015649634,0.00069135267,-0.00016618434,0.0025378985,-0.0018882648609518,Ejercicio1
18,-0.0082468405,-0.089632034,0.014800258,0.0007634083,-0.00015696846,0.0026619108,-0.0017514539002486,Ejercicio1
19,-0.00927892,-0.089680084,0.014000342,0.00086247104,-0.00014739822,0.0027627716,-0.001568174203157,Ejercicio1
20,-0.0103074045,-0.08972917,0.013363377,0.0010087329,-0.00014128876,0.002863546,-0.0015091071876678,Ejercicio1
21,-0.011245537,-0.08977553,0.012953948,0.0012124585,-0.00013903557,0.0029684844,-0.0014538136858089,Ejercicio1
22,-0.011948896,-0.089816376,0.012756652,0.0014350833,-0.00013277991,0.0030463834,-0.0014071520500808,Ejercicio1
23,-0.012380607,-0.089853516,0.012720406,0.0016810455,-0.00011858689,0.003098459,-0.0014082206393588,Ejercicio1
24,-0.012577038,-0.08989002,0.012806332,0.0020054512,-9.635521e-05,0.0031571922,-0.0014223669743897,Ejercicio1
25,-0.012548494,-0.08992645,0.013001526,0.0024719458,-6.357498e-05,0.003249226,-0.001454882275087,Ejercicio1
26,-0.012271421,-0.08996239,0.013316976,0.0031610653,-1.3453245000000002e-05,0.0033850094999999,-0.0014722698983266,Ejercicio1
27,-0.011702204,-0.09000027,0.013759041,0.004141978,5.5453558e-05,0.003531018,-0.0015164652742485,Ejercicio1
28,-0.010822793,-0.09005015,0.014303553,0.0053620609999999,0.00011553412,0.003569794,-0.0016823394920227,Ejercicio1
29,-0.009630693,-0.090126755,0.01491859,0.0066389456,0.00012287477,0.0033698075,-0.001752567280861,Ejercicio1
30,-0.008228305,-0.0902322159999999,0.015551842,0.007761962,6.624557e-05,0.0029806225,-0.0018911692998929,Ejercicio1
31,-0.0067913194,-0.0903537599999999,0.016145197,0.008521027,-3.038939e-05,0.002599894,-0.0020215900873471,Ejercicio1
32,-0.0053039885,-0.09047792,0.016654255,0.0088460509999999,-0.00014444238,0.002321494,-0.0021035747168763,Ejercicio1
33,-0.0038115013,-0.09058658,0.01704878,0.008768927,-0.00025252673,0.0021012692,-0.0021737337258306,Ejercicio1
34,-0.002349526,-0.09066133,0.017420784,0.008350636,-0.0003330835,0.0018723968,-0.0022213958781157,Ejercicio1
35,-0.0008001992,-0.09069027,0.017888103,0.0076350327,-0.00036524308,0.0015830647,-0.0023703910027289,Ejercicio1
36,0.0008631477,-0.0906624,0.018382933,0.0066696353,-0.00033084512,0.0011888511,-0.0024168940201322,Ejercicio1
37,0.002398622,-0.09058857,0.018792162,0.0056277447,-0.0002406975,0.0007404252,-0.0025180758204948,Ejercicio1
38,0.0035531178,-0.090500885,0.019017027,0.004724218,-0.00013141985,0.0003662317,-0.0025184643451081,Ejercicio1
39,0.0042931275,-0.09042678,0.018997028,0.0040697254999999,-3.995683e-05,0.000123849176,-0.0025204486211988,Ejercicio1
40,0.004757684,-0.0903736899999999,0.01883282,0.0036310954,2.2775114e-05,-3.3912282e-05,-0.0025204518954304,Ejercicio1
41,0.005081318,-0.09033673,0.018619146,0.0033193612,6.2367342e-05,-0.0001660348899999,-0.0024736926813367,Ejercicio1
42,0.005340834,-0.09031013,0.018387444,0.0030667627,8.507239e-05,-0.00030478024,-0.0024226036799227,Ejercicio1
43,0.0055785246,-0.09029079,0.018141346,0.0028333013,9.3370855e-05,-0.0004672838,-0.0024060378879072,Ejercicio1
44,0.0058224144,-0.09027797,0.01786427,0.0025930588,8.624378600000001e-05,-0.0006657543,-0.0023789471416017,Ejercicio1
45,0.0060913024,-0.09027158,0.017519154,0.0023205613999999,6.036955e-05,-0.00091263276,-0.0022327332463396,Ejercicio1
46,0.006384386,-0.09027177,0.017072153,0.0019948975,1.0138437e-05,-0.0012172918,-0.0022040994004593,Ejercicio1
47,0.006668491,-0.0902822599999999,0.016533993,0.0016263447,-7.297293e-05,-0.0015782377,-0.0020415944831546,Ejercicio1
48,0.006893203,-0.090312294,0.015930997,0.0012557619,-0.00019841781,-0.0019910606,-0.0019973271209523,Ejercicio1
49,0.0070364428,-0.09037205,0.015261407,0.0009333207,-0.00036905953,-0.002451861,-0.00188966761656,Ejercicio1
50,0.007132612,-0.09046382,0.014587316,0.00071947527,-0.0005671011,-0.0029295564,-0.0017412257395944,Ejercicio1
51,0.0072293186,-0.09057757,0.014033607,0.0006446033,-0.0007598246,-0.0033834975,-0.0015677859004365,Ejercicio1
52,0.0073363785999999,-0.09070053,0.0136450815,0.00068279886,-0.0009256181,-0.0038040648,-0.0015149635909155,Ejercicio1
53,0.007436795,-0.09082424,0.013371409,0.0007911511,-0.0010564095,-0.0041917514999999,-0.0015087188849473,Ejercicio1
54,0.0075196886,-0.090942604,0.013141787,0.0009370827,-0.0011493235,-0.004540134,-0.0014516992954063,Ejercicio1
55,0.0075944014,-0.09105188,0.012912691,0.001100992,-0.0012062842,-0.004843797,-0.0014421328340772,Ejercicio1
56,0.007677091,-0.091150986,0.012667689,0.0012690996,-0.0012322477,-0.0050997295,-0.001408715295453,Ejercicio1
57,0.007778478,-0.0912405,0.012397069,0.0014292206,-0.0012309163,-0.0053046675,-0.0013648832718658,Ejercicio1
58,0.007904819,-0.09132247,0.012083198,0.0015717846,-0.0012026787,-0.0054592247,-0.0012750097376858,Ejercicio1
59,0.008060577,-0.09140008,0.011700461,0.0016902528,-0.0011439818,-0.005568885,-0.0012536511877008,Ejercicio1
60,0.008247078,-0.09147583,0.011227181,0.0017775071,-0.0010478398,-0.0056359606,-0.001148795151023,Ejercicio1
61,0.008462064,-0.09154955,0.010662432,0.0018228167,-0.00090735865,-0.0056493535,-0.0010901929080572,Ejercicio1
